Species,Area, startbio, startbio,interbio[1], interbio[2], finalbio[1], finalbio[2],min(yr), max(yr), max(ct), ct[1], ct[nyr], length(r), exp(mean(log(r))),sd(log(r)), min(r), quantile005r,quantile025r, median(r), quantile075r,quantile095r, max(r), exp(mean(log(k))), sd(log(k)),min(k), quantile(k, quantile(k, mediank,quantilek75, quantilek95), maxk,expmeanlog(msy))), sd(log(msy)), min(msy),quantile05msy, quantilemsy25, median(msy),quantilemsy75, quantilemsyr95, max(msy)
Clupeoidei,"Atlantic, Northeast",0.5,0.9,0,1,0.01,0.4,1950,2012,35615,0,0,3456,0.037396332,0.562235527,0.010183869,0.014950932,0.025460053,0.036539688,0.05325071,0.101358775,0.190206092,153847.0734,0.186881916,75713.87203,104778.3984,139836.4661,161989.6588,177954.0616,188469.0604,190494.7431,1438.329052,0.400983439,484.5139049,690.058963,1102.578224,1513.9891,1893.902218,2660.641062,3600.309922
Etrumeus teres,"Pacific, Southeast",0.5,0.9,0,1,0.01,0.4,1950,2012,34349,0,1653,4033,0.064865523,0.665927071,0.010266994,0.019967158,0.041364159,0.06838182,0.103256815,0.185072754,0.401073874,131606.7777,0.105660326,84374.74499,106045.4246,123866.4167,135350.7835,143167.1912,147908.6112,149031.1928,2134.185614,0.582047086,382.320077,724.1113231,1450.649744,2309.872565,3267.401214,4958.709965,8460.126462
Trachurus spp,"Indian Ocean, Western",0.5,0.9,0,1,0.01,0.4,1950,2012,34250,0,4111,3709,0.054594627,0.590832938,0.010516708,0.019526966,0.036686977,0.055815552,0.081091336,0.144222819,0.287103264,158310.5007,0.228606501,68273.6959,99344.79177,139180.2553,168837.0605,190447.7442,203758.465,206657.1167,2160.725701,0.406863684,543.0656065,972.8233641,1669.472184,2360.375191,2964.915501,3602.052594,4900.400233
Micromesistius poutassou,Mediterranean and Black Sea,0.5,0.9,0,1,0.01,0.4,1950,2012,32278,3900,3145,1480,0.058163019,0.688759455,0.010538745,0.018759044,0.036337722,0.05826595,0.088513152,0.192066057,0.739365556,499741.6455,0.317883666,100653.3678,257928.221,428760.3122,546967.8127,638073.0987,690068.698,702295.8972,7266.620728,0.4269652,1839.764449,3157.453912,5610.637127,8123.957351,9997.067988,12531.05182,18604.9083
Myctophidae,"Atlantic, Antarctic",0.5,0.9,0,1,0.01,0.4,1950,2012,29320,0,0,5447,0.055563044,0.592769366,0.01023211,0.019018488,0.037239365,0.059575488,0.085106159,0.133535092,0.227374321,52584.19861,0.044558238,45449.25198,48213.39802,51115.82532,53065.93406,54542.34033,55551.02035,55782.53097,730.4345397,0.560424815,142.6082774,260.1573809,499.8353586,783.6279493,1115.747491,1612.179863,2583.824954
Macroramphosus scolopax,"Atlantic, Eastern Central",0.5,0.9,0,1,0.01,0.4,1950,2012,28918,0,0,4353,0.051332411,0.563308292,0.010172734,0.018151798,0.035532643,0.05542897,0.075682192,0.119825686,0.220665939,142493.348,0.081787015,101956.5874,121057.2075,136143.3626,145734.4895,152164.2985,156007.0141,156886.2595,1828.631764,0.501332598,398.5003392,704.5504757,1327.580782,2006.653749,2666.979258,3629.222543,5630.696062
Stromateidae,"Pacific, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,28303,1700,7117,2839,0.051848356,0.609943772,0.010084946,0.017332614,0.035724375,0.053254071,0.075820576,0.139626853,0.328367477,562508.3058,0.248859864,181532.9551,337050.9507,498116.4366,600922.6617,682709.3415,728548.5756,740560.0353,7291.282687,0.416563162,1849.384551,3111.888466,5785.89366,8050.994241,10099.97797,11991.92874,14902.3796
Tenualosa ilisha,"Indian Ocean, Western",0.5,0.9,0,1,0.01,0.4,1950,2012,28100,0.1,10359,2539,0.059812421,0.627938526,0.011384476,0.02101607,0.038962225,0.059614377,0.091318641,0.174227378,0.37077398,464089.3215,0.311550706,134660.683,241910.7777,390698.2623,507763.6005,593841.7237,652308.4721,663883.6421,6939.576496,0.375637129,1889.491883,3311.667354,5579.950167,7592.572356,9375.115941,10700.0968,12482.16933
Scorpaenidae,"Pacific, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,27300,500,5794,3331,0.051712685,0.576438267,0.010584688,0.018595143,0.035401289,0.053314061,0.076058157,0.131236132,0.290301117,491374.5553,0.215704241,191870.6055,320351.0383,437492.5359,525459.4325,582892.5069,619482.0373,627151.0669,6352.574391,0.407267542,1647.592035,2805.149693,4937.683689,7005.13921,8722.365292,10516.64089,13925.06277
Triglidae,"Pacific, Southeast",0.5,0.9,0,1,0.01,0.4,1950,2012,27129,0,577,4951,0.076460534,0.787011132,0.010075523,0.018563052,0.044808764,0.083027401,0.133334852,0.252566518,0.619716234,61789.3929,0.088565273,44601.75536,51907.13704,58538.42598,63077.22266,66414.37047,68526.65667,69059.16339,1181.112491,0.718459043,172.2842431,312.4473326,737.3663177,1312.688965,2014.465841,3311.064855,6910.107961
Trisopterus luscus,"Atlantic, Northeast",0.5,0.9,0,1,0.01,0.4,1950,2012,27035,1800,11531,2704,0.054661934,0.606761283,0.011067132,0.018967435,0.037158284,0.056433341,0.079834415,0.148075093,0.351421512,673088.6837,0.278056003,195183.059,382630.0847,587432.7644,727602.4765,836738.3422,903649.3387,917106.8543,9198.082379,0.388654176,2529.31133,4132.625409,7452.79336,10131.3079,12470.97177,14349.28091,17147.88142
Priacanthus macracanthus,"Pacific, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,25000,0,872,3104,0.050905171,0.605928182,0.010427538,0.01770959,0.033485094,0.053122793,0.075535172,0.136241479,0.323102174,277925.8206,0.203392084,111040.6033,181967.0488,249101.2698,296375.1962,325520.6436,343820.5354,347841.1589,3536.96533,0.445961804,905.3452303,1469.861568,2644.28508,3917.844651,4990.566034,6231.332391,8969.365076
Macroramphosus scolopax,"Atlantic, Northeast",0.5,0.9,0,1,0.01,0.4,1950,2012,24668,0,0.1,4043,0.050508267,0.563863573,0.0100496,0.017749883,0.034338901,0.054656609,0.074407435,0.116745233,0.232237988,66846.89992,0.084270859,46283.59352,56345.72986,63901.89928,68426.40678,71423.13125,73249.21846,73678.44215,844.0802641,0.501671175,184.4678566,320.8013409,602.7968756,929.8552093,1237.502709,1646.793898,2687.202155
Decapterus russelli,"Pacific, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,24598,0,125,4576,0.051693068,0.661824309,0.010043945,0.015789466,0.032907568,0.055877863,0.081968214,0.142723211,0.3200396,64988.17526,0.099134149,43772.25514,53155.14196,61415.16441,66759.26325,70350.80961,72636.57143,73192.73421,839.8595486,0.585600118,181.7696574,279.0988876,567.858186,928.1983047,1301.756654,1917.511102,3502.213756
Boreogadus saida,"Pacific, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,24500,0,0,3455,0.051379943,0.556704394,0.010600426,0.018832847,0.035651679,0.054950329,0.075056935,0.12245325,0.270791201,93135.66581,0.120053036,55355.21351,73119.28849,87192.96363,96089.87704,102517.9308,106464.2972,107322.5188,1196.326306,0.463750791,283.186376,491.8736345,886.7428171,1310.088696,1694.239615,2236.191184,3747.702601
Sardinella zunasi,"Pacific, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,24383,0,2036,2684,0.057281787,0.614576877,0.01076558,0.020031379,0.03804291,0.058211222,0.083862084,0.162598039,0.401088402,206273.5231,0.183393626,84745.29028,140739.2347,189883.8801,217503.6034,237247.24,248203.1009,250799.7345,2953.929027,0.466760728,674.7392659,1220.040124,2203.184524,3194.561221,4115.876003,5762.412837,8497.588269
Hypoptychus dybowskii,"Pacific, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,24048,1000,0,2853,0.053434116,0.588236954,0.010972171,0.019662518,0.036730705,0.054451613,0.07799319,0.142459864,0.339300733,226528.6705,0.245211929,77076.47412,136004.6578,200870.7641,243323.8075,274220.3988,292314.4731,297000.033,3026.089829,0.39464697,810.9722831,1377.64662,2392.820158,3337.345008,4099.567538,4937.863153,6538.026042
Psenopsis anomala,"Pacific, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,23336,5500,3780,2282,0.057149213,0.636062132,0.011114581,0.020382881,0.036903454,0.056708925,0.085547222,0.170056961,0.492608747,429713.4168,0.318421911,100444.3358,222974.9313,368686.992,474351.9116,551494.1904,595132.0282,607409.5385,6139.445866,0.378369282,1681.121274,2931.813568,4898.75851,6751.974807,8297.596793,9605.206754,12369.9396
Merluccius productus,"Pacific, Eastern Central",0.5,0.9,0,1,0.01,0.4,1950,2012,22812,0,2596,5740,0.052924827,0.562469053,0.010356894,0.019144492,0.037031079,0.055820291,0.077680068,0.127579176,0.301916344,35927.73681,0.16135522,23809.61947,26352.13211,32019.05777,37095.74814,41327.74778,44031.84914,44673.21009,475.3673097,0.437686112,115.6226669,203.235101,363.3046158,513.4996185,660.8108957,849.7566111,1797.128314
Exocoetidae,"Indian Ocean, Western",0.5,0.9,0,1,0.01,0.4,1950,2012,22544,0,311,5307,0.053740373,0.56228904,0.010583399,0.019505636,0.03679861,0.057726405,0.080556461,0.123807904,0.241835623,32118.92193,0.084755137,24516.33963,27200.58715,30369.13093,32773.51801,34474.36867,35561.67604,35804.52137,431.5207141,0.498342227,94.72992495,170.8164481,310.3428947,470.5137963,634.0686298,854.5616826,1482.231066
Gobiidae,"Atlantic, Southeast",0.5,0.9,0,1,0.01,0.4,1950,2012,20998,0,0,6413,0.067197729,0.728515682,0.010649078,0.018659206,0.040616304,0.072318373,0.111843171,0.211073054,0.450464772,24694.13739,0.058473428,21402.89911,22142.477,23641.62451,24941.92811,25990.39412,26628.88028,26788.51656,414.847485,0.683691186,71.05808957,122.7505863,257.7676913,446.8785142,677.6515139,1176.577743,2410.313018
Engraulidae,"Atlantic, Southwest",0.5,0.9,0,1,0.01,0.4,1950,2012,20552,2000,4874,3552,0.053726479,0.577605747,0.010977723,0.01948264,0.037078641,0.055460977,0.079132967,0.13502491,0.298651693,250516.9776,0.243539488,94365.8978,153515.4128,219291.5875,267115.7803,304637.2493,327638.3534,332660.3776,3364.848814,0.385605136,911.8811735,1535.500829,2684.458265,3710.238435,4558.557906,5299.399184,7045.63378
Chlorophthalmidae,"Atlantic, Southeast",0.5,0.9,0,1,0.01,0.4,1950,2012,20236,0,0,4448,0.05388066,0.564811949,0.011123035,0.018969347,0.036899299,0.058470368,0.081619848,0.122078517,0.241929742,52525.04161,0.044101448,44203.85659,48235.77991,51108.22395,53054.43142,54463.02433,55364.10521,55563.50058,707.5209726,0.533062099,154.1257124,260.015635,497.2771814,773.4824201,1065.738022,1476.814997,2673.5569
Synodontidae,"Pacific, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,20010,2000,5750,2524,0.055370367,0.643402611,0.010189242,0.018636204,0.035859836,0.055801542,0.085659001,0.156335884,0.446756411,295996.1155,0.263612802,87539.3707,177233.7397,255856.4546,319516.5389,364379.4873,391603.4263,397909.4472,4097.353404,0.428933801,1011.759982,1751.316863,3154.137962,4467.264524,5720.711465,7028.382111,9777.19376
Tetraodontidae,"Pacific, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,19169,600,8824,2686,0.071765573,0.755449402,0.011689394,0.021080565,0.043381628,0.067686706,0.116671635,0.276921687,0.650734734,243597.7625,0.333054833,66969.96944,122077.9487,203335.8251,268845.6086,317234.9441,347873.2096,353769.6459,4370.48324,0.468111424,1030.598726,1780.56914,3285.869919,4759.382049,6142.368234,8474.636006,10894.9213
Gasterosteus aculeatus,"Atlantic, Northeast",0.5,0.9,0,1,0.01,0.4,1950,2012,18832,0,420,3209,0.050646964,0.555494458,0.01053815,0.01831529,0.035455436,0.053503076,0.07311595,0.11880063,0.285840349,118169.5012,0.1273831,61081.32288,91959.29067,110663.5628,122360.2898,130629.8373,135490.9116,136609.3409,1496.231624,0.456819694,359.8220924,614.0666661,1127.824046,1632.185212,2117.095483,2747.585444,4364.876656
Caranx rhonchus,"Atlantic, Eastern Central",0.5,0.9,0,1,0.01,0.4,1950,2012,18632,0,1423,2908,0.051242345,0.614914626,0.010287551,0.01749613,0.034220084,0.052888171,0.075909756,0.140781242,0.360279369,234883.2355,0.197020977,91360.77868,156093.1249,213544.5925,248740.9295,273140.651,288649.0402,291649.4204,3008.991927,0.458190545,746.0477244,1222.521501,2256.966976,3291.78789,4227.062659,5538.173461,8228.850915
Zoarces viviparus,"Atlantic, Northeast",0.5,0.9,0,1,0.01,0.4,1950,2012,18615,0,48,3767,0.053516525,0.589279511,0.010249943,0.017870474,0.036344472,0.058042888,0.081324999,0.127031301,0.2816013,111871.0922,0.074857379,78235.18693,96429.63428,107122.2695,114010.1616,118851.6525,121684.5285,122293.3022,1496.738038,0.533500462,311.659031,536.2399527,1054.576074,1647.01865,2242.603848,3096.234407,5507.782585
Nemipterus virgatus,"Pacific, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,18011,0,1017,3385,0.051632727,0.567756485,0.010977639,0.019209528,0.035535791,0.05360767,0.074665661,0.131703909,0.254867454,233603.8234,0.211103835,96239.26875,149417.1376,209978.618,247881.3579,275683.5913,292231.4791,295778.4872,3015.400599,0.404771053,807.6780865,1355.28641,2352.035329,3334.608718,4139.231892,4963.495053,6132.064353
Decapterus spp,"Atlantic, Eastern Central",0.5,0.9,0,1,0.01,0.4,1950,2012,17976,0,7099,2733,0.052977731,0.578270596,0.010952389,0.018928913,0.036531674,0.054335705,0.077818579,0.13563132,0.274859397,268173.0358,0.220128277,111535.4238,171254.5681,237792.6923,285007.8177,320057.5055,340423.326,344386.9862,3551.799731,0.404707031,937.3481369,1552.077469,2778.222604,3911.26747,4846.170496,5837.422396,7664.139831
Peprilus triacanthus,"Atlantic, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,17925,0,0,3805,0.055645106,0.561703286,0.010086812,0.019970462,0.039477622,0.060477877,0.082668322,0.122951361,0.254854679,97567.64633,0.087841767,65335.20992,81855.41975,93065.58528,99749.3245,104563.2737,107517.6429,108219.3998,1357.290503,0.49646678,272.299194,525.6100089,1012.735256,1499.278771,1972.41731,2553.153003,4165.697801
Pagellus bellottii,"Atlantic, Eastern Central",0.5,0.9,0,1,0.01,0.4,1950,2012,17865,0,7178,2091,0.070917696,0.775176315,0.010226288,0.020275923,0.042666865,0.068652154,0.114063929,0.295854372,0.696544951,263001.0311,0.343404216,60140.22498,123062.7076,229466.0953,293867.9258,339194.3905,366673.3449,372186.8254,4662.856787,0.487078588,949.0710499,1812.373555,3498.596958,5155.654422,6686.992829,8991.607739,10472.59251
Trachurus trachurus,"Atlantic, Eastern Central",0.5,0.9,0,1,0.01,0.5,1950,2012,26918,0,3,3220,0.0543723,0.551346847,0.010447469,0.019796521,0.037951875,0.058245631,0.078250705,0.127141272,0.252934233,285156.5188,0.143931031,150939.2515,213513.295,264497.5293,296487.2593,319605.0051,333039.5534,335566.779,3876.153965,0.442370906,876.4462565,1621.00503,2953.036981,4262.354356,5433.641919,6810.868563,9544.425948
Trachurus trachurus,Mediterranean and Black Sea,0.5,0.9,0,1,0.01,0.5,1950,2012,28191,12000,6806,1002,0.308166877,0.224393272,0.220935041,0.23369166,0.258084645,0.291854413,0.353541735,0.483079371,0.602547045,136972.6529,0.178919131,79829.33729,95652.09303,122944.7791,143109.9817,158184.0254,169561.5276,172150.2351,10552.60868,0.04860194,9483.640256,9764.435042,10220.68388,10503.43945,10891.58239,11536.27936,12025.23282
Trachurus trachurus,"Atlantic, Eastern Central",0.5,0.9,0,1,0.01,0.5,1950,2012,26918,0,3,3220,0.0543723,0.551346847,0.010447469,0.019796521,0.037951875,0.058245631,0.078250705,0.127141272,0.252934233,285156.5188,0.143931031,150939.2515,213513.295,264497.5293,296487.2593,319605.0051,333039.5534,335566.779,3876.153965,0.442370906,876.4462565,1621.00503,2953.036981,4262.354356,5433.641919,6810.868563,9544.425948
Trachurus trachurus,Mediterranean and Black Sea,0.5,0.9,0,1,0.01,0.5,1950,2012,28191,12000,6806,1002,0.308166877,0.224393272,0.220935041,0.23369166,0.258084645,0.291854413,0.353541735,0.483079371,0.602547045,136972.6529,0.178919131,79829.33729,95652.09303,122944.7791,143109.9817,158184.0254,169561.5276,172150.2351,10552.60868,0.04860194,9483.640256,9764.435042,10220.68388,10503.43945,10891.58239,11536.27936,12025.23282
Trachurus trachurus,"Atlantic, Northeast",0.5,0.9,0,1,0.01,0.5,1950,2012,550188,26500,198998,380,0.297728283,0.247247219,0.216755342,0.228129397,0.249206463,0.278732184,0.333942183,0.476053314,0.869701137,3657359.363,0.169831263,1697387.678,2641513.861,3387323.59,3856368.549,4140159.344,4324188.892,4375595.594,272224.8305,0.080200541,236084.945,245499.654,258242.0201,268890.8122,282651.2021,315118.6429,369054.9982
Brevoortia tyrannus,"Atlantic, Western Central",0.5,0.9,0,1,0.01,0.5,1950,2012,139874,17170,143,524,0.250563557,0.108403887,0.216965498,0.220859008,0.229371088,0.244575115,0.266774224,0.315138936,0.350982689,796038.8428,0.069967767,640233.2101,687000.3565,764523.8405,808573.9874,842547.6939,863004.5454,867925.6137,49864.58106,0.03865457,47021.07637,47495.86764,48390.73749,49436.12085,50954.49996,54074.59844,56177.69335
Brevoortia tyrannus,"Atlantic, Northwest",0.5,0.9,0,1,0.01,0.5,1950,2012,554640,250913,224261,957,0.2523168,0.105128038,0.215964773,0.222569565,0.232599343,0.246364148,0.268051678,0.310037772,0.371276968,4673031.291,0.073908489,3541370.993,4017335.546,4484557.216,4771180.191,4949698.934,5064587.487,5090383.873,294771.0752,0.046122362,274763.1801,278834.9817,284701.7199,291874.1858,301862.8034,322178.0329,351630.0024
Trachurus murphyi,"Pacific, Southeast",0.5,0.9,0,1,0.01,0.5,1950,2012,4955186,1000,447060,384,0.294041949,0.220704088,0.219295799,0.227076364,0.249447898,0.279320754,0.329779926,0.435093084,0.719410588,32809513.33,0.147716073,17453989.52,25237252.18,30553796.44,33922756.75,36703264.73,38630268.46,38977259.11,2411843.316,0.074370906,2118936.052,2170801.669,2289471.878,2378578.596,2523054.359,2744461.097,3139146.214
